j,xj,F(xj),S(xj),|F(xj)-S(xj)|,dF(xj),dS(xj),|dF(xj)-dS(xj)|,ddF(xj),ddS(xj),|ddF(xj)-ddS(xj)|
336,0.7020904195814415,0.8911449646776466,0.835304719520106,0.0558402451575406,-6.332064022709219,-6.710627818516944,0.37856379580772437,-73.64262050644145,-58.02940840038952,15.613212106051925
337,0.7041862118786995,0.8777135783550398,0.8211131948271235,0.0566003835279163,-6.484917023121867,-6.830624456489774,0.3457074333679069,-72.21856906870252,-56.48254789394209,15.736021174760431
338,0.7062820041759575,0.8639649948026181,0.8066735792773587,0.057291415525259404,-6.634751997987909,-6.947379196128208,0.3126271981402988,-70.76264528130848,-54.935687387481956,15.826957893826524
339,0.7083777964732155,0.849905608706123,0.7919926672163711,0.0579129414897519,-6.7815028179440535,-7.0608920374322945,0.279389219488241,-69.27548936272765,-53.38882688113539,15.886662481592268
340,0.7104735887704736,0.8355419519285749,0.7770772529897163,0.05846469893885864,-6.925104709818108,-7.17116298040246,0.24605827058435192,-67.75775525079206,-51.84196637481425,15.91578887597781
341,0.7125693810677316,0.8208806906380687,0.7619341309429521,0.05894655969511653,-7.065494285081867,-7.278192025038386,0.21269773995651953,-66.21011031547191,-50.29510586839204,15.915004447079866
342,0.7146651733649897,0.8059286223765504,0.7465700954216357,0.059358526954914725,-7.202609567696038,-7.381979171339967,0.17936960364392895,-64.63323506574828,-48.74824536204251,15.88498970370577
343,0.7167609656622477,0.7906926730709064,0.730991940771325,0.059700732299581394,-7.336390021334579,-7.482524419307613,0.14613439797303407,-63.02782285071698,-47.20138485561201,15.826437995104968
344,0.7188567579595057,0.7751798939876398,0.7152064613375764,0.059973432650063385,-7.466776575976807,-7.57982776894057,0.11305119296376276,-61.39457955505104,-45.6545243491413,15.74005520590974
345,0.7209525502567637,0.7593974586324941,0.6992204514659486,0.060177007166545504,-7.593711653855435,-7.673889220239433,0.08017756638399831,-59.734223288958084,-44.10766384286741,15.626559446090674
346,0.7230483425540217,0.7433526595963872,0.6830407055019978,0.060311954094389386,-7.7171391947491,-7.764708773204426,0.0475695784553265,-58.0474840727686,-42.56080333653356,15.486680736235037
347,0.7251441348512798,0.7270529053490203,0.6666740177912811,0.060378887557739236,-7.83700468060847,-7.852286427835075,0.015281747226604914,-56.33510351629171,-41.01394283009885,15.321160686192862
348,0.7272399271485378,0.7105057169815943,0.6501271826793567,0.06037853430223761,-7.953255159504892,-7.936622184131432,0.016632975373460646,-54.597834493081734,-39.46708232366371,15.130752169418024
349,0.7293357194457959,0.6937187249000484,0.6334069945117813,0.06031173038826709,-8.065839268891207,-8.017716042093442,0.04812322679776493,-52.83644080975692,-37.92022181726693,14.916218992489995
350,0.7314315117430539,0.6766996654702845,0.6165202476341134,0.06017941783617109,-8.174707258164426,-8.09556800172132,0.07913925644310638,-51.051696870516714,-36.37336131089515,14.678335559621566
351,0.733527304040312,0.659456377616833,0.5994737363919089,0.05998264122492403,-8.279811010520499,-8.170178063014957,0.10963294750554198,-49.24438733700321,-34.8265008045738,14.417886532429414
352,0.73562309633757,0.6419967993764846,0.5822742551307267,0.05972254424575785,-8.381104064091316,-8.241546225974673,0.13955783811664269,-47.41530678365921,-33.279640298189726,14.135666485469486
353,0.737718888634828,0.6243289644083615,0.5649285981961214,0.0594003662122401,-8.478541632355,-8.309672490599885,0.16886914175511514,-45.56525934873007,-31.73277979172344,13.832479557006632
354,0.739814680932086,0.6064609984620051,0.5474435599336542,0.05901743852835084,-8.572080623810185,-8.374556856890832,0.19752376691935325,-43.69505838106743,-30.1859192853898,13.509139095677632
355,0.7419104732293441,0.588401115804986,0.5298259346888788,0.058575181116107156,-8.661679660905932,-8.43619932484783,0.22548033605810147,-41.8055260828849,-28.639058779049382,13.166467303835521
356,0.7440062655266021,0.5701576156116513,0.5120825168073552,0.05807509880429618,-8.74729909821872,-8.494599894470536,0.25269920374818433,-39.89749314862769,-27.092198272601742,12.805294876025947
357,0.7461020578238602,0.5517388783145537,0.4942201006346383,0.05751877767991542,-8.828901039868745,-8.549758565758843,0.2791424741099018,-37.97179840011014,-25.545337766210892,12.426460633899246
358,0.7481978501211182,0.5331533619201934,0.47624548051628857,0.05690788140390479,-8.906449356167705,-8.601675338713095,0.3047740174546103,-36.02928841808493,-23.99847725984589,12.03081115823904
359,0.7502936424183763,0.5144095982906793,0.45816545079785964,0.056244147492819696,-8.979909699490868,-8.650350213333057,0.3295594861578106,-34.07081717040376,-22.451616753436394,11.619200416967363
360,0.7523894347156342,0.4955161893929477,0.4399868058249129,0.05552938356803483,-9.049249519366375,-8.695783189618778,0.3534663297475973,-32.09724563693405,-20.90475624708326,11.192489389850788
361,0.7544852270128923,0.4764818035171712,0.42171633994300173,0.05476546357416945,-9.114438076775262,-8.737974267570445,0.37646380920481626,-30.109441431394558,-19.357895740692832,10.751545690701725
362,0.7565810193101503,0.45731517146605005,0.40336084749768675,0.053954323968363305,-9.175446457655745,-8.776923447187714,0.39852301046803085,-28.108278420279305,-17.81103523430834,10.297243185970967
363,0.7586768116074084,0.4380250827166211,0.3849271228345228,0.05309795988209831,-9.232247585606043,-8.812630728470955,0.4196168571350878,-26.094636339033077,-16.26417472793571,9.830461611097366
364,0.7607726039046664,0.41862038155630044,0.3664219602990689,0.05219842125723151,-9.284816233779978,-8.845096111419847,0.43972012236013036,-24.06940040565051,-14.717314221496089,9.35208618415442
365,0.7628683962019244,0.39910996319484343,0.3478521542368823,0.051257808957961115,-9.333129035970247,-8.874319596034429,0.458809439935818,-22.03346093186672,-13.170453715156551,8.86300721671017
366,0.7649641884991825,0.3795027698539264,0.3292244989935189,0.05027827086040748,-9.377164496874443,-8.900301182315085,0.47686331455935793,-19.987712932110195,-11.62359320882164,8.364119723288555
367,0.7670599807964404,0.3598077868360876,0.3105457889145372,0.04926199792155039,-9.41690300153931,-8.923040870261447,0.49386213127786327,-17.933055730391576,-10.076732702361712,7.856323028029864
368,0.7691557730936985,0.3400340385747176,0.29182281834549373,0.04821122022922386,-9.452326823979165,-8.94253865987336,0.5097881641058049,-15.870392565297323,-8.529872195958571,7.340520369338751
369,0.7712515653909565,0.3201905846668812,0.2730623816319476,0.04712820303493359,-9.48342013496455,-8.958794551151218,0.5246255838133322,-13.800630193266613,-6.983011689624507,6.817618503642106
370,0.7733473576882146,0.3002865158906667,0.25427127311945374,0.04601524277121294,-9.510169008977849,-8.971808544094916,0.538360464882933,-11.724678490320859,-5.436151183240013,6.288527307080845
371,0.7754431499854726,0.2803309502088461,0.2354562871535717,0.04487466305527438,-9.532561430332738,-8.981580638704347,0.5509807916283904,-9.643450052424443,-3.8892906768241584,5.754159375600285
372,0.7775389422827307,0.2603330287605843,0.21662421807985677,0.04370881068072752,-9.550587298454762,-8.988110834979487,0.5624764634752744,-7.557859794650176,-2.3424301704396644,5.215429624210512
373,0.7796347345799887,0.24030191184296706,0.19778186024386868,0.042520051599098385,-9.564238432320778,-8.991399132920492,0.572839299400286,-5.468824549326765,-0.7955696640933115,4.673254885233454
374,0.7817305268772468,0.22024677488409472,0.17893600799116205,0.04131076689293267,-9.573508574055275,-8.991445532527365,0.5820630415279098,-3.3772626633427554,0.7512908423034727,4.128553505646228
375,0.7838263191745047,0.20017680440954516,0.1600934556672966,0.04008334874224856,-9.578393391681988,-8.988250033799892,0.5901433578820967,-1.284093594787472,2.298151348716361,3.582244943503833
376,0.7859221114717628,0.180101194003935,0.14126099761782784,0.03884019638610717,-9.578890481029639,-8.98181263673822,0.5970778442914195,0.8097624908983424,3.845011855084751,3.0352493641864084
377,0.7880179037690208,0.16002914026938722,0.12244542818831489,0.037583712081072335,-9.574999366790898,-8.972133341342387,0.6028660254485114,2.9033851250811566,5.391872361465855,2.488487236384698
378,0.7901136960662789,0.1399698387826611,0.10365354172431307,0.03631629705834802,-9.566721502734186,-8.959212147612302,0.6075093551218842,4.995853940227078,6.938732867868995,1.9428789276419174
379,0.7922094883635369,0.11993248005273299,0.0848921325713819,0.0350403474813511,-9.554060271068147,-8.943049055547965,0.6110112155201826,7.086249074149262,8.485593374244166,1.3993443000949037
380,0.794305280660795,0.09992624548058165,0.0661679950750767,0.03375825040550495,-9.53702098095911,-8.923644065149492,0.6133769158096172,9.173651574034805,10.032453880609589,0.8588023065747841
381,0.796401072958053,0.07996030332299142,0.04748792358095649,0.03247237974203493,-9.515610866202199,-8.900997176416809,0.61461368978539,11.25714380006991,11.579314387000018,0.3221705869301079
382,0.798496865255311,0.060043804662094524,0.02885871243457694,0.031185092227517586,-9.489839082047077,-8.875108389349885,0.6147306926971918,13.335809828491135,13.126174893384512,0.20963493510662268
383,0.800592657552569,0.04018587938247886,0.010287155981497154,0.029898723400981708,-9.459716701179758,-8.845977703948774,0.6137389972309837,15.408735853880076,14.673035399787652,0.7357004540924237
384,0.8026884498498271,0.020395632157572147,-0.008219951432727413,0.02861558359029956,-9.42525670886222,-8.813605120213346,0.6116515886488738,17.4750105905305,16.21989590618613,1.2551146843443668
385,0.8047842421470851,0.0006821384471205061,-0.02665581546253709,0.027337953909657597,-9.386473997231985,-8.77799063814375,0.6084833590882344,19.533725672705934,17.766756412541007,1.7669692601649274
386,0.8068800344443431,-0.01894555949253507,-0.0450136417623761,0.02606808226984103,-9.34338535876412,-8.739134257740021,0.604251101024099,21.583976053617587,19.31361691891401,2.2703591347035754
387,0.8089758267416012,-0.038478456583579235,-0.06328663598668782,0.024808179403108588,-9.29600947889862,-8.697035979002045,0.5989734998965748,23.624860402941927,20.860477425318848,2.764382977623079
388,0.8110716190388592,-0.057907588885537015,-0.08146800378991309,0.023560414904376076,-9.244366927836293,-8.651695801929804,0.5926711259064881,25.655481502707627,22.407337931712664,3.248143570994962
389,0.8131674113361173,-0.07722403753602519,-0.09955095082649618,0.022326913290470984,-9.188480151506834,-8.603113726523363,0.5853664249834711,27.674946641376344,23.95419843808572,3.7207482032906256
390,0.8152632036333752,-0.09641893267169485,-0.11752868275087819,0.021109750079183337,-9.128373461713068,-8.551289752782743,0.5770837089303242,29.682368005942468,25.50105894447784,4.181309061464628
391,0.8173589959306333,-0.11548345732768314,-0.13539440521750348,0.01991094788982034,-9.064073025455581,-8.496223880707843,0.5678491447477381,31.676863071883883,27.04791945086869,4.628943621015193
392,0.8194547882278913,-0.1344088513138106,-0.15314132388081275,0.01873247256700214,-8.995606853442599,-8.43791611029877,0.5576907431438283,33.65755499078728,28.594779957231147,5.062775033556136
393,0.8215505805251494,-0.15318641506587446,-0.1707626443952508,0.01757622932937633,-8.923004787789942,-8.376366441555536,0.5466383462344062,35.62357297548309,30.14164046362666,5.4819325118564315
394,0.8236463728224074,-0.17180751347029347,-0.18825157241525836,0.016444058944964896,-8.846298488916727,-8.31157487447799,0.534723614438736,37.57405268251552,31.68850097002302,5.8855517124925
395,0.8257421651196655,-0.190263579660477,-0.2056013135952796,0.015337733934802616,-8.765521421642267,-8.24354140906628,0.5219800125759875,39.50813659178513,33.23536147638209,6.272775115403043
396,0.8278379574169235,-0.2085461187831988,-0.2228050735897559,0.014258954806557117,-8.680708840490592,-8.172266045320415,0.5084427951701773,41.42497438319176,34.78222198278099,6.642752400410771
397,0.8299337497141815,-0.22664671173337209,-0.23985605805313145,0.013209346319759369,-8.59189777420873,-8.097748783240217,0.4941489909685135,43.32372331011772,36.32908248918413,6.99464082093359
398,0.8320295420114395,-0.24455701885553632,-0.2567474726398469,0.012190453784310551,-8.499127009505854,-8.019989622825847,0.4791373866800068,45.203548569582075,37.8759429955449,7.327605574037179
399,0.8341253343086976,-0.262268783610478,-0.27347252300434705,0.011203739393869039,-8.402437074020156,-7.938988564077322,0.46344850994283426,47.063623668908384,39.42280350193236,7.640820166976027
400,0.8362211266059556,-0.2797738362053285,-0.29002441480107266,0.010250578595744186,-8.301870218521163,-7.854745606994513,0.4471246115266503,48.90313078874011,40.969664008327655,7.933466780412452
401,0.8383169189032137,-0.2970640971855817,-0.30639635368446805,0.00933225649888636,-8.197470398355158,-7.767260751577516,0.43020964677764173,50.72126114224809,42.51652451470262,8.204736627545472
402,0.8404127112004717,-0.31413158098744054,-0.3225815453089743,0.008449964321533776,-8.089283254141886,-7.67653399782632,0.4127492563155659,52.51721533037084,44.063385021093254,8.453830309277585
403,0.8425085034977298,-0.33096839944891376,-0.33857319532903574,0.007604795880121973,-7.97735609173114,-7.582565345740871,0.3947907459902691,54.29020369292993,45.610245527480714,8.679958165449214
404,0.8446042957949877,-0.3475667652781619,-0.3543645093990932,0.006797744120931315,-7.861737861427795,-7.4853547953212365,0.37638306610655814,56.0394466554702,47.157106033868175,8.882340621602026
405,0.8467000880922458,-0.3639189954775206,-0.36994869317359125,0.006029697696070646,-7.742479136494704,-7.3849023465673485,0.3575767899273554,57.76417507166797,48.70396654025712,9.06020853141085
406,0.8487958803895038,-0.3800175147217395,-0.3853189523069705,0.005301437585230995,-7.619632090942643,-7.2812079994792684,0.3384240914633745,59.46363056116042,50.250827046619214,9.212803514541207
407,0.8508916726867618,-0.3958548586889301,-0.40046849245367494,0.004613633764744829,-7.493250476617181,-7.174271754057053,0.3189787225601277,61.13706584264626,51.79768755300704,9.339378289639221
408,0.8529874649840199,-0.41142367734276086,-0.41539051926814785,0.003966841925386988,-7.363389599592566,-7.064093610300527,0.2992959892920384,62.7837450621109,53.34454805941166,9.439197002699245
409,0.8550832572812779,-0.42671673816445965,-0.43007823840483006,0.0033615002403704075,-7.230106295882955,-6.950673568209801,0.27943272767315364,64.40294411603244,54.89140856578365,9.511535550248794
410,0.857179049578536,-0.44172692933321966,-0.4445248555181661,0.002797926184946453,-7.09345890648156,-6.834011627784901,0.2594472786966593,65.99395096942807,56.43826907217111,9.55568189725696
411,0.859274841875794,-0.45644726285357784,-0.45872357626259697,0.002276313409019126,-6.953507251738922,-6.714107789025736,0.23939946271318657,67.55606596859755,57.985129578558364,9.570936390039186
412,0.861370634173052,-0.4708708776284334,-0.47266760629256677,0.0017967286641333846,-6.810312605091235,-6.590962051932397,0.21935055315883734,69.08860214843097,59.5319900849365,9.556612063494462
413,0.86346642647031,-0.48499104247631664,-0.48635015126251685,0.0013591087862002138,-6.6639376661506065,-6.464574416504832,0.19936324964577423,70.59088553414126,61.07885059132396,9.512034942817301
414,0.8655622187675681,-0.4988011590916138,-0.49976441682689116,0.0009632577352773342,-6.514446533168792,-6.334944882743055,0.1795016504257374,72.06225543729263,62.6257110977146,9.436544339578035
415,0.8676580110648261,-0.5122947649464374,-0.5129036086401311,0.0006088436936936281,-6.361904674886606,-6.202073450647037,0.15983122423956875,73.50206474599325,64.17257160410863,9.329493141884626
416,0.8697538033620842,-0.5254655361328515,-0.5257609323566804,0.0002953962238289032,-6.206378901781486,-6.065960120216793,0.14041878156469245,74.90968020912365,65.7194321104802,9.190248098643451
417,0.8718495956593422,-0.5383072901442377,-0.5383295936309807,2.2303486742925038e-05,-6.0479373367255675,-5.926604891452404,0.12133244527316389,76.28448271447914,67.26629261685494,9.018190097624199
418,0.8739453879566003,-0.5508139885945418,-0.5506027981174759,0.00021119047706585903,-5.886649385067487,-5.784007764353774,0.10264162071371263,77.62586756070021,68.81315312325194,8.812714437448278
419,0.8760411802538582,-0.5629797398742373,-0.5625737514706073,0.00040598840363004207,-5.722585704150768,-5.638168738920905,0.0844169652298632,78.93324472287492,70.36001362963623,8.57323109323869
420,0.8781369725511163,-0.574798801741827,-0.5742356593448189,0.000563142397008054,-5.55581817228229,-5.48908781515385,0.06673035712844033,80.2060391116946,71.90687413603344,8.299164975661157
421,0.8802327648483743,-0.5862655838497339,-0.585581727394552,0.0006838564551818749,-5.386419857164612,-5.336764993052501,0.04965486411211106,81.44369082604904,73.45373464241136,7.989956183637673
422,0.8823285571456324,-0.5973746502034984,-0.5966051612742505,0.0007694889292479967,-5.214464983805678,-5.181200272617047,0.0332647111886315,82.64565539895197,75.00059514876385,7.6450602501881235
423,0.8844243494428904,-0.6081207215531701,-0.6072991666383561,0.0008215549148139489,-5.040028901920411,-5.022393653847406,0.017635248073005094,83.81140403668606,76.54745565517356,7.263948381512492
424,0.8865201417401485,-0.6184986777158747,-0.6176569491413125,0.0008417285745622172,-4.863188052838087,-4.860345136743419,0.0028429160946679133,84.94042385106562,78.09431616158328,6.846107689482338
425,0.8886159340374065,-0.6285035598285066,-0.627671714437561,0.0008318453909456069,-4.684019935930473,-4.695054721305246,0.01103478537477276,86.03221808471153,79.64117666794235,6.391041416769184
426,0.8907117263346646,-0.6381305725295857,-0.6373366681815456,0.0007939043480401642,-4.502603074574993,-4.526522407532939,0.023919332957945905,87.0863063292431,81.18803717431814,5.898269154924961
427,0.8928075186319225,-0.6473750860692932,-0.6466450160277079,0.0007300700415853179,-4.3190169816683674,-4.354748195426375,0.03573121375800792,88.10222473628725,82.73489768071946,5.367327055567799
428,0.8949033109291805,-0.6562326383467859,-0.6555899636304909,0.0006426747162949775,-4.133342124705382,-4.179732084985581,0.04638996028019893,89.07952622121606,84.28175818710388,4.797768034112181
429,0.8969991032264386,-0.6646989368738673,-0.664164716644338,0.0005342202295293141,-3.945659890438609,-4.001474076210582,0.055814185771972724,90.01778065951974,85.82861869348594,4.189161966033808
430,0.8990948955236966,-0.6727698606641809,-0.6723624807236906,0.00040737994049022674,-3.7560525491341172,-3.819974169101371,0.06392161996725365,90.91657507573186,87.37547919987021,3.541095875861643
431,0.9011906878209547,-0.6804414620470691,-0.6801764615229926,0.00026500052407651964,-3.5646032184393475,-3.635232363657946,0.07062914521859875,91.77551382482113,88.9223397062546,2.8531741185665283
432,0.9032864801182127,-0.6877099684053215,-0.6875998646966855,0.00011010370863595575,-3.3713958268786275,-3.447248659880309,0.07585283300168166,92.59421876597234,90.46920021263263,2.1250185533397143
433,0.9053822724154708,-0.6945717838360408,-0.6946258958992131,5.411206317229578e-05,-3.1765150769925308,-3.256023057768485,0.07950798077595422,93.37232942867874,92.01606071902962,1.3562687096491146
434,0.9074780647127287,-0.7010234907338917,-0.701247760785017,0.0002242700511253526,-2.980046408137416,-3.061555557322369,0.08150914918495289,94.10950317107292,93.56292122542017,0.546581945652747
435,0.9095738570099868,-0.707061851296052,-0.7074586650085406,0.000396813712488564,-2.782075958961086,-2.863846158542093,0.08177019958100695,94.80541533042793,95.10978173177934,0.3043664013514018
436,0.9116696493072448,-0.7126838089481865,-0.7132518142242261,0.0005680052760396181,-2.582690529571562,-2.6628948614276564,0.08020433185609432,95.45975936576069,96.65664223816998,1.1968828724092901
437,0.9137654416045029,-0.7178864896908359,-0.7186204140865168,0.0007339243956808739,-2.381977543415044,-2.458701665978928,0.07672412256388395,96.07224699247672,98.20350274457947,2.1312557521027458
438,0.9158612339017609,-0.722667203365612,-0.7235576702498544,0.0008904668842424357,-2.1800250088803566,-2.25126657219596,0.0712415633156036,96.6426083089958,99.7503632509575,3.1077549419617014
439,0.917957026199019,-0.7270234448406591,-0.7280567883686824,0.0010333435280233116,-1.9769214806461857,-2.0405895800788323,0.06366809943264662,97.17059191530406,101.29722375733559,4.126631842031529
440,0.920052818496277,-0.7309528951148456,-0.7321109740974429,0.0011580789825972326,-1.772756020788636,-1.8266706896274647,0.05391466883882878,97.65596502337908,102.84408426371363,5.188119240334544
441,0.922148610793535,-0.7344534223402154,-0.7357134330905789,0.0012600107503635272,-1.5676181596656475,-1.6095099008419373,0.0418917411762898,98.09851355944114,104.3909447700979,6.292431210656758
442,0.924244403090793,-0.7375230827622361,-0.738857371002533,0.0013342882402969103,-1.361597856595993,-1.389107213722144,0.0275093571261511,98.49804225798405,105.9378052764949,7.439763018510845
443,0.9263401953880511,-0.7401601215774444,-0.7415359934877478,0.0013758719103034167,-1.1547854603495802,-1.1654626282681377,0.01067716791855755,98.85437474754572,107.48466578287291,8.63029103532719
444,0.9284359876853091,-0.7423629737080991,-0.743742506200666,0.0013795324925668373,-0.9472716694669446,-0.9385761444799451,0.008695524986999548,99.16735362817947,109.03152628925722,9.864172661077745
445,0.9305317799825672,-0.744130264493513,-0.7454701147957302,0.0013398503022171715,-0.7391474924249193,-0.708447762357513,0.03069973006740634,99.4368405405933,110.57838679564789,11.141546255054593
446,0.9326275722798252,-0.7454608102977512,-0.7467120249273831,0.0012512146296318472,-0.5305042076662599,-0.4750774819008678,0.05542672576539215,99.66271622692577,112.12524730202591,12.462531075100145
447,0.9347233645770833,-0.7463536190334346,-0.7474614422500674,0.0011078232166328306,-0.3214333235105803,-0.23846530311003625,0.08296802040054405,99.8448805831324,113.67210780841653,13.827227225284133
448,0.9368191568743413,-0.746807890601414,-0.7477115724182257,0.0009036818168117744,-0.11202653796450429,0.0013887740150612259,0.11341531197956552,99.9832527029592,115.21896831480088,15.23571561184167
449,0.9389149491715993,-0.7468230172461264,-0.7474556210863006,0.0006326038401741618,0.09762430155177626,0.24448474947431867,0.1468604479225424,100.07777091348441,116.76228344319021,16.6845125297058
450,0.9410107414688573,-0.7463985838264738,-0.746686793908735,0.0002882100822612088,0.3074272385432965,0.4908077625160565,0.18338052397276,100.12839280221228,118.02420061221702,17.89580781000474
451,0.9431065337661153,-0.745534368002106,-0.7453983588300694,0.00013600917203659968,0.5172902478273012,0.7391931705405489,0.22190292271324774,100.13509523570768,118.26898824632593,18.13389301061825
452,0.9452023260633734,-0.7442303403350277,-0.7435884032027258,0.000641937132301873,0.727121275950231,0.9865422316583589,0.25942095570812784,100.09787436976278,117.26448974598891,17.166615376226133
453,0.9472981183606314,-0.7424866643064822,-0.7412631836100108,0.0012234806964714906,0.9368282816171389,1.230717199243624,0.29388891762648517,100.01674565109161,115.70494263391825,15.68819698282664
454,0.9493939106578895,-0.740303696249107,-0.7384297479501702,0.0018739482989367229,1.1463192761159569,1.4715292867120566,0.3252100105960998,99.89174381055167,114.10035609119905,14.208612280647372
455,0.9514897029551475,-0.7376819851943903,-0.7350951441214493,0.0025868410729410485,1.3555023637184125,1.7089784940642923,0.35347613034587977,99.72292284789572,112.49576954847981,12.772846700584097
456,0.9535854952524055,-0.7346222726354918,-0.7312664200220911,0.003355852613400767,1.5642857820404037,1.943064821299695,0.37877903925929135,99.51035600806007,110.8911830059122,11.380826997852125
457,0.9556812875496635,-0.7311254922055404,-0.7269506235503433,0.004174868655197006,1.7725779423435526,2.1737882684195364,0.40121032607598384,99.25413574900038,109.28659646344565,10.032460714445264
458,0.9577770798469216,-0.7271927692715388,-0.722154802604444,0.005037966667094773,1.9802874697606991,2.4011488354229686,0.4208613656622695,98.95437370108843,107.68200992065067,8.727636219562243
459,0.9598728721441796,-0.7228254204440654,-0.7168860050826442,0.005939415361421174,2.1873232434273637,2.6251465223094628,0.43782327888209904,98.61120061808825,106.07742337790611,7.466222759817867
460,0.9619686644414377,-0.7180249530029765,-0.7111512788831842,0.006873674119792339,2.393594436501767,2.845781329079759,0.45218689257799216,98.22476631973268,104.4728368352121,6.2480705154794265
461,0.9640644567386957,-0.7127930642393729,-0.704957671904312,0.00783539233506092,2.59901055605553,3.063053255733329,0.4640426996777993,97.7952396259262,102.86825029256873,5.073010666642531
462,0.9661602490359538,-0.7071316407141099,-0.6983122320442701,0.008819408669839879,2.8034814828179875,3.276962302270914,0.4734808194529263,97.32280828260195,101.26366375005176,3.9408554674498077
463,0.9682560413332117,-0.7010427574331846,-0.6912220072013033,0.009820750231881226,3.0069175107561184,3.487508468692302,0.48059095793618356,96.80767887926685,99.65907720738306,2.8513983281162183
464,0.9703518336304698,-0.694528676940353,-0.6836940452736551,0.010834631666697958,3.2092293864732655,3.6946917549970686,0.4854623685238031,96.2500767582694,98.0544906646132,1.8044139063437967
465,0.9724476259277278,-0.6875918483273902,-0.6757353941595721,0.011856454167818109,3.410328348408784,3.8985121611852147,0.48818381277643086,95.6502459158319,96.44990412196971,0.7996582061378064
466,0.9745434182249859,-0.680234906162408,-0.6673531017572976,0.012881804405110442,3.610126165821958,4.098969687257269,0.48884352143531107,95.00844889488845,94.84531757942753,0.16313131546091597
467,0.9766392105222439,-0.6724606693367232,-0.6585542159650761,0.013906453371647087,3.8085351775425096,4.296064333213128,0.48752915567061805,94.32496666977795,93.24073103673351,1.0842356330444431
468,0.978735002819502,-0.6642721398307619,-0.6493457846811515,0.014926355149610493,4.005468330471221,4.489796099052258,0.48432776858103743,93.60009852284087,91.63614449398885,1.9639540288520152
469,0.98083079511676,-0.6556725013995606,-0.6397348558037703,0.01593764559579025,4.200839217813233,4.68016498477498,0.4793257669617468,92.8341619129754,90.03155795132048,2.802603961654924
470,0.9829265874140181,-0.6466651181784231,-0.6297284772311751,0.016936640947248005,4.3945621170277525,4.867170990381294,0.4726088733535416,92.02749233620963,88.42697140865846,3.600520927551173
471,0.985022379711276,-0.6372535332093652,-0.6193336968616125,0.017919836347752627,4.586552027476978,5.050814115871226,0.4642620883942481,91.18044317835201,86.82238486606104,4.358058312290964
472,0.987118172008534,-0.6274414668889764,-0.6085575625933255,0.0188839042956509,4.776724707758149,5.231094361245011,0.45436965348686265,90.29338555978393,85.21779832340859,5.075587236375341
473,0.9892139643057921,-0.6172328153383884,-0.5974071223245581,0.019825693013830303,4.964996712702115,5.408011726502203,0.4430150138000881,89.36670817246281,83.61321178074657,5.75349639171624
474,0.9913097566030501,-0.6066316486960741,-0.5858894239535566,0.020742224742517523,5.151285430022058,5.5815662116431985,0.4302807816211409,88.40081710920823,82.00862523802734,6.3921918711808985
475,0.9934055489003082,-0.5956422093342065,-0.574011515378563,0.021630693955643543,5.335509116596634,5.751757816667361,0.4162487000707271,87.39613568534409,80.40403869533354,6.992096990010552
476,0.9955013411975662,-0.5842689099993856,-0.5617804444978263,0.022488465501559363,5.517586934371129,5.918586541575433,0.4009996072043043,86.35310425277765,78.79945215281646,7.553652099961198
477,0.9975971334948243,-0.5725163318785258,-0.5492032592095852,0.02331307266894056,5.697438985861351,6.082052386367413,0.38461340050606196,85.27218000659448,77.1948656100718,8.07731439652268
478,0.9996929257920822,-0.5603892225907767,-0.5362870074120889,0.024102215178687825,5.874986349244185,6.242155351042348,0.36716900179816303,84.15383678425684,75.59027906735278,8.563557716904057
479,1.0017887180893403,-0.5478924941063348,-0.5230387370035801,0.024853757102754725,6.050151113019861,6.3988954356012995,0.34874432258143884,82.99856485749125,73.98569252480115,9.012872332690094
480,1.0038845103865983,-0.5350312205930874,-0.5094654958823033,0.02556572471078411,6.222856410230244,6.552272640043908,0.32941622981366425,81.80687071695901,72.38110598211372,9.425764734845288
481,1.0059803026838563,-0.5218106361920044,-0.4955743319465036,0.02623630424550083,6.393026452218594,6.7022869643699545,0.3092605121513605,80.57927684980186,70.77651943942439,9.802757410377467
482,1.0080760949811145,-0.5082361327222809,-0.48137229309442353,0.026863839627857322,6.560586561915575,6.8489384085796745,0.2883518466640993,79.31632151016252,69.17193289678784,10.144388613374687
483,1.0101718872783725,-0.4943132573172332,-0.4668664272243108,0.02744683009292237,6.725463206636994,6.992226972673038,0.26676376603604357,78.01855848278053,67.56734635412458,10.451212128655953
484,1.0122676795756305,-0.48004770999195945,-0.45206378223440824,0.027983927757551208,6.887584030379188,7.132152656649947,0.24456862627075893,76.68655683976476,65.96275981145446,10.723797028310301
485,1.0143634718728884,-0.4654453411438835,-0.4369714060229608,0.028473935120922667,7.04687788559727,7.268715460510487,0.22183757491321732,75.32090069065408,64.35817326883095,10.962727421823132
486,1.0164592641701466,-0.4505121489872279,-0.42159634648821087,0.02891580249901704,7.203274864452882,7.4019153842547825,0.19864051980190034,73.92218892587103,62.75358672614545,11.168602199725576
487,1.0185550564674046,-0.43525427692258556,-0.4059456515284061,0.029308625394179444,7.356706329517247,7.5317524278824335,0.17504609836518625,72.49103495368529,61.1490001834312,11.342034770254088
488,1.0206508487646626,-0.419678010842708,-0.39002636904179067,0.02965164180091734,7.507104943916446,7.658226591393706,0.1511216474772601,71.02806643079894,59.54441364078545,11.483652790013494
